plant_name,season,region,watering_frequency,water_amount_liters,fertilizer_type,fertilizer_amount,nitrogen_requirement,phosphorus_requirement,potassium_requirement,micronutrients_required,sunlight_requirement,temperature_range_celsius,humidity_range_percent,wind_tolerance,care_instructions
Snake Plant,Autumn,Maharashtra,Every 12-15 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Magnesium,Bright Indirect Light,19-29°C,40-60%,High,Reduce watering gradually.
Snake Plant,Autumn,Karnataka,Every 12-15 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Magnesium,Bright Indirect Light,17-27°C,45-65%,High,Reduce watering gradually.
Snake Plant,Autumn,West Bengal,Every 12-15 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Magnesium,Bright Indirect Light,18-28°C,50-70%,High,Reduce watering gradually.
Snake Plant,Autumn,Tamil Nadu,Every 12-15 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Magnesium,Bright Indirect Light,18-28°C,45-65%,High,Reduce watering gradually.
Snake Plant,Windy,Delhi,Every 10-12 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Calcium,Bright Indirect Light,21-33°C,20-50%,High,Protect from dry winds.
Snake Plant,Windy,Maharashtra,Every 10-12 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Calcium,Bright Indirect Light,19-31°C,30-60%,High,Protect from dry winds.
Snake Plant,Windy,Karnataka,Every 10-12 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Calcium,Bright Indirect Light,17-29°C,35-65%,High,Protect from dry winds.
Snake Plant,Windy,West Bengal,Every 10-12 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Calcium,Bright Indirect Light,18-30°C,40-70%,High,Protect from dry winds.
Snake Plant,Windy,Tamil Nadu,Every 10-12 days,0.5 L,Succulent Fertilizer,5 g/month,Low,Low,Medium,Calcium,Bright Indirect Light,18-30°C,35-65%,High,Protect from dry winds.
Golden Pothos,Summer,Delhi,Every 3-4 days,1 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,23-35°C,50-70%,Medium,Trim vines and keep soil slightly moist.
Golden Pothos,Summer,Maharashtra,Every 3-4 days,1 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,21-33°C,60-80%,Medium,Trim vines and keep soil slightly moist.
Golden Pothos,Summer,Karnataka,Every 3-4 days,1 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,19-31°C,65-85%,Medium,Trim vines and keep soil slightly moist.
Golden Pothos,Summer,West Bengal,Every 3-4 days,1 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,20-32°C,70-90%,Medium,Trim vines and keep soil slightly moist.
Golden Pothos,Summer,Tamil Nadu,Every 3-4 days,1 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,20-32°C,65-85%,Medium,Trim vines and keep soil slightly moist.
Golden Pothos,Winter,Delhi,Every 7 days,0.5 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,18-27°C,40-60%,Medium,Reduce watering during winter.
Golden Pothos,Winter,Maharashtra,Every 7 days,0.5 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,16-25°C,50-70%,Medium,Reduce watering during winter.
Golden Pothos,Winter,Karnataka,Every 7 days,0.5 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,14-23°C,55-75%,Medium,Reduce watering during winter.
Golden Pothos,Winter,West Bengal,Every 7 days,0.5 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,15-24°C,60-80%,Medium,Reduce watering during winter.
Golden Pothos,Winter,Tamil Nadu,Every 7 days,0.5 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,15-24°C,55-75%,Medium,Reduce watering during winter.
Golden Pothos,Monsoon,Delhi,Every 5 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,23-33°C,60-80%,Medium,Ensure proper drainage.
Golden Pothos,Monsoon,Maharashtra,Every 5 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,21-31°C,70-90%,Medium,Ensure proper drainage.
Golden Pothos,Monsoon,Karnataka,Every 5 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,19-29°C,75-95%,Medium,Ensure proper drainage.
Golden Pothos,Monsoon,West Bengal,Every 5 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,20-30°C,80-100%,Medium,Ensure proper drainage.
Golden Pothos,Monsoon,Tamil Nadu,Every 5 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,20-30°C,75-95%,Medium,Ensure proper drainage.
Golden Pothos,Autumn,Delhi,Every 4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,21-31°C,50-70%,Medium,Prune for bushy growth.
Golden Pothos,Autumn,Maharashtra,Every 4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,19-29°C,60-80%,Medium,Prune for bushy growth.
Golden Pothos,Autumn,Karnataka,Every 4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,17-27°C,65-85%,Medium,Prune for bushy growth.
Golden Pothos,Autumn,West Bengal,Every 4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,18-28°C,70-90%,Medium,Prune for bushy growth.
Golden Pothos,Autumn,Tamil Nadu,Every 4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,18-28°C,65-85%,Medium,Prune for bushy growth.
Golden Pothos,Windy,Delhi,Every 4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,21-31°C,40-60%,Medium,Protect from strong winds.
Golden Pothos,Windy,Maharashtra,Every 4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,19-29°C,50-70%,Medium,Protect from strong winds.
Golden Pothos,Windy,Karnataka,Every 4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,17-27°C,55-75%,Medium,Protect from strong winds.
Golden Pothos,Windy,West Bengal,Every 4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,18-28°C,60-80%,Medium,Protect from strong winds.
Golden Pothos,Windy,Tamil Nadu,Every 4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,18-28°C,55-75%,Medium,Protect from strong winds.
Spider Plant,Summer,Delhi,Every 2-3 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,23-33°C,40-60%,Medium,Maintain moisture and remove dry leaves.
Spider Plant,Summer,Maharashtra,Every 2-3 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,21-31°C,50-70%,Medium,Maintain moisture and remove dry leaves.
Spider Plant,Summer,Karnataka,Every 2-3 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,19-29°C,55-75%,Medium,Maintain moisture and remove dry leaves.
Spider Plant,Summer,West Bengal,Every 2-3 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,20-30°C,60-80%,Medium,Maintain moisture and remove dry leaves.
Spider Plant,Summer,Tamil Nadu,Every 2-3 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,20-30°C,55-75%,Medium,Maintain moisture and remove dry leaves.
Spider Plant,Winter,Delhi,Every 5-7 days,0.5-1 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,15-25°C,30-50%,Medium,Reduce watering.
Spider Plant,Winter,Maharashtra,Every 5-7 days,0.5-1 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,13-23°C,40-60%,Medium,Reduce watering.
Spider Plant,Winter,Karnataka,Every 5-7 days,0.5-1 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,11-21°C,45-65%,Medium,Reduce watering.
Spider Plant,Winter,West Bengal,Every 5-7 days,0.5-1 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,12-22°C,50-70%,Medium,Reduce watering.
Spider Plant,Winter,Tamil Nadu,Every 5-7 days,0.5-1 L,Organic Compost,250 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,12-22°C,45-65%,Medium,Reduce watering.
Spider Plant,Monsoon,Delhi,Every 4-5 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,23-31°C,60-80%,Medium,Prevent waterlogging.
Spider Plant,Monsoon,Maharashtra,Every 4-5 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,21-29°C,70-90%,Medium,Prevent waterlogging.
Spider Plant,Monsoon,Karnataka,Every 4-5 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,19-27°C,75-95%,Medium,Prevent waterlogging.
Spider Plant,Monsoon,West Bengal,Every 4-5 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,20-28°C,80-100%,Medium,Prevent waterlogging.
Spider Plant,Monsoon,Tamil Nadu,Every 4-5 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,20-28°C,75-95%,Medium,Prevent waterlogging.
Spider Plant,Autumn,Delhi,Every 3-4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,21-28°C,40-60%,Medium,Remove old leaves.
Spider Plant,Autumn,Maharashtra,Every 3-4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,19-26°C,50-70%,Medium,Remove old leaves.
Spider Plant,Autumn,Karnataka,Every 3-4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,17-24°C,55-75%,Medium,Remove old leaves.
Spider Plant,Autumn,West Bengal,Every 3-4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,18-25°C,60-80%,Medium,Remove old leaves.
Spider Plant,Autumn,Tamil Nadu,Every 3-4 days,1 L,Balanced Liquid Fertilizer,10 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,18-25°C,55-75%,Medium,Remove old leaves.
Spider Plant,Windy,Delhi,Every 3-4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,21-31°C,30-50%,Medium,Protect from drying winds.
Spider Plant,Windy,Maharashtra,Every 3-4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,19-29°C,40-60%,Medium,Protect from drying winds.
Spider Plant,Windy,Karnataka,Every 3-4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,17-27°C,45-65%,Medium,Protect from drying winds.
Spider Plant,Windy,West Bengal,Every 3-4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,18-28°C,50-70%,Medium,Protect from drying winds.
Spider Plant,Windy,Tamil Nadu,Every 3-4 days,1 L,Organic Compost,250 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,18-28°C,45-65%,Medium,Protect from drying winds.
ZZ Plant,Summer,Delhi,Every 10-14 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Low,Low,Medium,Iron; Magnesium,Bright Indirect Light,23-35°C,30-50%,Medium,Allow soil to dry before watering.
ZZ Plant,Summer,Maharashtra,Every 10-14 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Low,Low,Medium,Iron; Magnesium,Bright Indirect Light,21-33°C,40-60%,Medium,Allow soil to dry before watering.
ZZ Plant,Summer,Karnataka,Every 10-14 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Low,Low,Medium,Iron; Magnesium,Bright Indirect Light,19-31°C,45-65%,Medium,Allow soil to dry before watering.
ZZ Plant,Summer,West Bengal,Every 10-14 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Low,Low,Medium,Iron; Magnesium,Bright Indirect Light,20-32°C,50-70%,Medium,Allow soil to dry before watering.
ZZ Plant,Summer,Tamil Nadu,Every 10-14 days,0.5-1 L,Balanced Liquid Fertilizer,10 ml/month,Low,Low,Medium,Iron; Magnesium,Bright Indirect Light,20-32°C,45-65%,Medium,Allow soil to dry before watering.
ZZ Plant,Winter,Delhi,Every 20-25 days,0.3-0.5 L,,,Low,Low,Low,,Bright Indirect Light,18-27°C,30-50%,Medium,Water sparingly.
ZZ Plant,Winter,Maharashtra,Every 20-25 days,0.3-0.5 L,,,Low,Low,Low,,Bright Indirect Light,16-25°C,40-60%,Medium,Water sparingly.
ZZ Plant,Winter,Karnataka,Every 20-25 days,0.3-0.5 L,,,Low,Low,Low,,Bright Indirect Light,14-23°C,45-65%,Medium,Water sparingly.
ZZ Plant,Winter,West Bengal,Every 20-25 days,0.3-0.5 L,,,Low,Low,Low,,Bright Indirect Light,15-24°C,50-70%,Medium,Water sparingly.
ZZ Plant,Winter,Tamil Nadu,Every 20-25 days,0.3-0.5 L,,,Low,Low,Low,,Bright Indirect Light,15-24°C,45-65%,Medium,Water sparingly.
ZZ Plant,Monsoon,Delhi,Every 15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Calcium,Bright Indirect Light,23-33°C,50-70%,Medium,Avoid excess moisture.
ZZ Plant,Monsoon,Maharashtra,Every 15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Calcium,Bright Indirect Light,21-31°C,60-80%,Medium,Avoid excess moisture.
ZZ Plant,Monsoon,Karnataka,Every 15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Calcium,Bright Indirect Light,19-29°C,65-85%,Medium,Avoid excess moisture.
ZZ Plant,Monsoon,West Bengal,Every 15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Calcium,Bright Indirect Light,20-30°C,70-90%,Medium,Avoid excess moisture.
ZZ Plant,Monsoon,Tamil Nadu,Every 15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Calcium,Bright Indirect Light,20-30°C,65-85%,Medium,Avoid excess moisture.
ZZ Plant,Autumn,Delhi,Every 12-15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Magnesium,Bright Indirect Light,21-31°C,40-60%,Medium,Reduce watering.
ZZ Plant,Autumn,Maharashtra,Every 12-15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Magnesium,Bright Indirect Light,19-29°C,50-70%,Medium,Reduce watering.
ZZ Plant,Autumn,Karnataka,Every 12-15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Magnesium,Bright Indirect Light,17-27°C,55-75%,Medium,Reduce watering.
ZZ Plant,Autumn,West Bengal,Every 12-15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Magnesium,Bright Indirect Light,18-28°C,60-80%,Medium,Reduce watering.
ZZ Plant,Autumn,Tamil Nadu,Every 12-15 days,0.5 L,Balanced Liquid Fertilizer,5 ml/month,Low,Low,Medium,Magnesium,Bright Indirect Light,18-28°C,55-75%,Medium,Reduce watering.
ZZ Plant,Windy,Delhi,Every 10-12 days,0.5 L,Organic Compost,200 g/plant,Low,Low,Medium,Calcium,Bright Indirect Light,21-31°C,30-50%,Medium,Protect from drafts.
ZZ Plant,Windy,Maharashtra,Every 10-12 days,0.5 L,Organic Compost,200 g/plant,Low,Low,Medium,Calcium,Bright Indirect Light,19-29°C,40-60%,Medium,Protect from drafts.
ZZ Plant,Windy,Karnataka,Every 10-12 days,0.5 L,Organic Compost,200 g/plant,Low,Low,Medium,Calcium,Bright Indirect Light,17-27°C,45-65%,Medium,Protect from drafts.
ZZ Plant,Windy,West Bengal,Every 10-12 days,0.5 L,Organic Compost,200 g/plant,Low,Low,Medium,Calcium,Bright Indirect Light,18-28°C,50-70%,Medium,Protect from drafts.
ZZ Plant,Windy,Tamil Nadu,Every 10-12 days,0.5 L,Organic Compost,200 g/plant,Low,Low,Medium,Calcium,Bright Indirect Light,18-28°C,45-65%,Medium,Protect from drafts.
Rubber Plant,Summer,Delhi,Every 3-4 days,2-3 L,Balanced Liquid Fertilizer,20 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,23-35°C,40-60%,Medium,Water deeply and clean leaves.
Rubber Plant,Summer,Maharashtra,Every 3-4 days,2-3 L,Balanced Liquid Fertilizer,20 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,21-33°C,50-70%,Medium,Water deeply and clean leaves.
Rubber Plant,Summer,Karnataka,Every 3-4 days,2-3 L,Balanced Liquid Fertilizer,20 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,19-31°C,55-75%,Medium,Water deeply and clean leaves.
Rubber Plant,Summer,West Bengal,Every 3-4 days,2-3 L,Balanced Liquid Fertilizer,20 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,20-32°C,60-80%,Medium,Water deeply and clean leaves.
Rubber Plant,Summer,Tamil Nadu,Every 3-4 days,2-3 L,Balanced Liquid Fertilizer,20 ml/month,Medium,Medium,Medium,Iron; Magnesium,Bright Indirect Light,20-32°C,55-75%,Medium,Water deeply and clean leaves.
Rubber Plant,Winter,Delhi,Every 7-10 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,18-27°C,30-50%,Medium,Reduce watering.
Rubber Plant,Winter,Maharashtra,Every 7-10 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,16-25°C,40-60%,Medium,Reduce watering.
Rubber Plant,Winter,Karnataka,Every 7-10 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,14-23°C,45-65%,Medium,Reduce watering.
Rubber Plant,Winter,West Bengal,Every 7-10 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,15-24°C,50-70%,Medium,Reduce watering.
Rubber Plant,Winter,Tamil Nadu,Every 7-10 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Bright Indirect Light,15-24°C,45-65%,Medium,Reduce watering.
Rubber Plant,Monsoon,Delhi,Every 5 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,23-33°C,60-80%,Medium,Ensure drainage.
Rubber Plant,Monsoon,Maharashtra,Every 5 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,21-31°C,70-90%,Medium,Ensure drainage.
Rubber Plant,Monsoon,Karnataka,Every 5 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,19-29°C,75-95%,Medium,Ensure drainage.
Rubber Plant,Monsoon,West Bengal,Every 5 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,20-30°C,80-100%,Medium,Ensure drainage.
Rubber Plant,Monsoon,Tamil Nadu,Every 5 days,1-2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Iron; Zinc,Bright Indirect Light,20-30°C,75-95%,Medium,Ensure drainage.
Rubber Plant,Autumn,Delhi,Every 4-5 days,2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,21-31°C,40-60%,Medium,Rotate plant for even growth.
Rubber Plant,Autumn,Maharashtra,Every 4-5 days,2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,19-29°C,50-70%,Medium,Rotate plant for even growth.
Rubber Plant,Autumn,Karnataka,Every 4-5 days,2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,17-27°C,55-75%,Medium,Rotate plant for even growth.
Rubber Plant,Autumn,West Bengal,Every 4-5 days,2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,18-28°C,60-80%,Medium,Rotate plant for even growth.
Rubber Plant,Autumn,Tamil Nadu,Every 4-5 days,2 L,Balanced Liquid Fertilizer,15 ml/month,Medium,Medium,Medium,Boron; Iron,Bright Indirect Light,18-28°C,55-75%,Medium,Rotate plant for even growth.
Rubber Plant,Windy,Delhi,Every 4-5 days,2 L,Organic Compost,500 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,21-33°C,30-50%,Medium,Protect leaves from strong winds.
Rubber Plant,Windy,Maharashtra,Every 4-5 days,2 L,Organic Compost,500 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,19-31°C,40-60%,Medium,Protect leaves from strong winds.
Rubber Plant,Windy,Karnataka,Every 4-5 days,2 L,Organic Compost,500 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,17-29°C,45-65%,Medium,Protect leaves from strong winds.
Rubber Plant,Windy,West Bengal,Every 4-5 days,2 L,Organic Compost,500 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,18-30°C,50-70%,Medium,Protect leaves from strong winds.
Rubber Plant,Windy,Tamil Nadu,Every 4-5 days,2 L,Organic Compost,500 g/plant,Medium,Medium,Medium,Calcium,Bright Indirect Light,18-30°C,45-65%,Medium,Protect leaves from strong winds.
Bougainvillea,Summer,Tamil Nadu,2-3 times/week,01-Mar,NPK 19-19-19,20g/plant/month (Full dose - active growth period),Medium,High,High,"Iron, Zinc",Full sun (6+ hrs),20-35°C,45-65%,High,Deadhead spent blooms to encourage continuous flowering; water in early morning. Prune after flowering; let soil dry between waterings; overwatering reduces blooms.
Bougainvillea,Summer,Karnataka,2-3 times/week,01-Mar,NPK 19-19-19,20g/plant/month (Full dose - active growth period),Medium,High,High,"Iron, Zinc",Full sun (6+ hrs),19-34°C,45-65%,High,Deadhead spent blooms to encourage continuous flowering; water in early morning. Prune after flowering; let soil dry between waterings; overwatering reduces blooms.
