plant_name,disease_name,disease_type,symptoms,causes,prevention,treatment,affected_parts,severity
Agave,Scale Insects,Pest,Small brown or tan raised bumps on the surface; sticky honeydew and yellowing nearby tissue.,Scale insects attaching to the plant surface and feeding on sap.,"Inspect regularly, isolate new arrivals, avoid overcrowding plants.","Scrape off scales gently, wipe with alcohol, apply horticultural oil spray.","Stem, ribs, pads",Moderate
Agave,Sunscorch / Corking,Abiotic (environmental),"Brown, tan or corky patches on the sun-facing side of the plant.","Sudden exposure to intense direct sun without acclimatisation, or natural ageing (corking).","Acclimatise gradually to full sun, provide light afternoon shade in peak summer.",No cure for scorched tissue; relocate to filtered light and let new growth cover the area.,Outer skin/epidermis,Low to Moderate
Anthurium,Root Rot,Fungal,"Yellowing, drooping leaves despite moist soil; roots appear brown/black, mushy, with a foul smell.",Overwatering and poorly draining potting mix allowing Pythium/Phytophthora to develop.,"Use a well-draining potting mix, ensure pots have drainage holes, let topsoil dry before rewatering.","Unpot the plant, trim away rotten roots, repot into fresh mix and water sparingly afterwards.","Roots, base of stem",High
Anthurium,Leaf Spot Disease,Fungal/Bacterial,Brown or black spots with yellow margins scattered across the foliage.,Fungal or bacterial pathogens favoured by high humidity and water sitting on leaves.,"Avoid misting directly onto foliage, ensure good airflow around the plant.","Remove affected leaves, improve ventilation, apply a fungicide/bactericide if spreading.",Leaves,Moderate
Anthurium,Spider Mites,Pest,"Fine webbing on the undersides of leaves; stippled, yellowing or bronzed foliage.",Dry indoor air and warm temperatures favouring spider mite reproduction.,"Maintain higher humidity, wipe leaves periodically, inspect new plants before bringing indoors.","Spray with insecticidal soap or neem oil, repeating every 5-7 days until resolved.",Leaves (undersides),Moderate
Anthurium,Mealybug Infestation,Pest,"White, cottony masses clustered at leaf axils, stems and undersides of leaves.","Mealybugs feeding on plant sap, commonly spread via new plants or shared tools.","Quarantine and inspect new plants, keep foliage clean and dust-free.","Dab with an alcohol-soaked cotton swab, follow up with a neem oil spray.","Leaf axils, stems",Moderate
Anthurium,Leaf Tip/Margin Blight,Fungal/Abiotic,"Brown, dry, crispy tips or margins on leaves that gradually spread inward.","Low humidity, fluoride/salt buildup from tap water, or minor fungal infection at wounds.","Water with filtered or rested water, maintain adequate humidity, trim tips cleanly with sterile scissors.","Trim affected tips, adjust watering practices; apply fungicide only if actively spreading.","Leaf tips, margins",Low to Moderate
Carnation,Powdery Mildew,Fungal,"White powdery coating over leaves, buds and stems; distorted or stunted new growth.","Warm humid days followed by cool nights, combined with poor air circulation.","Space plants well, water at the base, avoid overhead irrigation in the evening.","Spray with sulfur, potassium bicarbonate, or neem oil at first sign of infection.","Leaves, buds, stems",Moderate
Carnation,Botrytis Blight (Gray Mould),Fungal,Grayish-brown fuzzy mould on flowers and buds; affected blooms turn mushy and collapse.,"Cool, damp conditions with poor air circulation and overcrowded planting.","Deadhead spent blooms promptly, improve airflow, avoid overhead watering.",Remove and destroy infected flowers/buds; apply a fungicide labelled for Botrytis.,"Flowers, buds, stems",Moderate to High
Carnation,Aphid Infestation,Pest,"Distorted, curled new growth and buds; sticky honeydew attracting ants and sooty mould.",Aphid colonies clustering on tender shoots and flower buds.,"Encourage beneficial insects, inspect new growth regularly, avoid excess nitrogen feeding.","Spray with neem oil or insecticidal soap, targeting bud clusters and shoot tips.","Buds, new shoots",Low to Moderate
Carnation,Black Spot / Leaf Spot,Fungal,Black or brown circular spots on leaves surrounded by a yellow halo; leads to yellowing and leaf drop.,"Fungal spores spread by water splash, favoured by warm, humid weather.","Avoid wetting foliage when watering, prune for airflow, clear fallen infected leaves.",Remove and destroy infected leaves; apply a fungicide on a regular preventive schedule.,Leaves,Moderate
Carnation,Root Rot,Fungal,Wilting and yellowing despite adequate moisture; roots turn brown/black and mushy.,"Waterlogged, poorly draining soil favouring fungal root pathogens.","Plant in well-drained soil, avoid overwatering, raise beds in heavy clay soils.","Improve drainage, trim rotten roots, apply a fungicide drench to remaining healthy roots.",Roots,High
ZZ Plant,Root Rot,Fungal,"Yellowing, drooping leaves despite moist soil; roots appear brown/black, mushy, with a foul smell.",Overwatering and poorly draining potting mix allowing Pythium/Phytophthora to develop.,"Use a well-draining potting mix, ensure pots have drainage holes, let topsoil dry before rewatering.","Unpot the plant, trim away rotten roots, repot into fresh mix and water sparingly afterwards.","Roots, base of stem",High
ZZ Plant,Leaf Spot Disease,Fungal/Bacterial,Brown or black spots with yellow margins scattered across the foliage.,Fungal or bacterial pathogens favoured by high humidity and water sitting on leaves.,"Avoid misting directly onto foliage, ensure good airflow around the plant.","Remove affected leaves, improve ventilation, apply a fungicide/bactericide if spreading.",Leaves,Moderate
ZZ Plant,Spider Mites,Pest,"Fine webbing on the undersides of leaves; stippled, yellowing or bronzed foliage.",Dry indoor air and warm temperatures favouring spider mite reproduction.,"Maintain higher humidity, wipe leaves periodically, inspect new plants before bringing indoors.","Spray with insecticidal soap or neem oil, repeating every 5-7 days until resolved.",Leaves (undersides),Moderate
ZZ Plant,Mealybug Infestation,Pest,"White, cottony masses clustered at leaf axils, stems and undersides of leaves.","Mealybugs feeding on plant sap, commonly spread via new plants or shared tools.","Quarantine and inspect new plants, keep foliage clean and dust-free.","Dab with an alcohol-soaked cotton swab, follow up with a neem oil spray.","Leaf axils, stems",Moderate
ZZ Plant,Leaf Tip/Margin Blight,Fungal/Abiotic,"Brown, dry, crispy tips or margins on leaves that gradually spread inward.","Low humidity, fluoride/salt buildup from tap water, or minor fungal infection at wounds.","Water with filtered or rested water, maintain adequate humidity, trim tips cleanly with sterile scissors.","Trim affected tips, adjust watering practices; apply fungicide only if actively spreading.","Leaf tips, margins",Low to Moderate
Pothos,Root Rot,Fungal,"Yellowing, drooping leaves despite moist soil; roots appear brown/black, mushy, with a foul smell.",Overwatering and poorly draining potting mix allowing Pythium/Phytophthora to develop.,"Use a well-draining potting mix, ensure pots have drainage holes, let topsoil dry before rewatering.","Unpot the plant, trim away rotten roots, repot into fresh mix and water sparingly afterwards.","Roots, base of stem",High
Pothos,Leaf Spot Disease,Fungal/Bacterial,Brown or black spots with yellow margins scattered across the foliage.,Fungal or bacterial pathogens favoured by high humidity and water sitting on leaves.,"Avoid misting directly onto foliage, ensure good airflow around the plant.","Remove affected leaves, improve ventilation, apply a fungicide/bactericide if spreading.",Leaves,Moderate
Pothos,Spider Mites,Pest,"Fine webbing on the undersides of leaves; stippled, yellowing or bronzed foliage.",Dry indoor air and warm temperatures favouring spider mite reproduction.,"Maintain higher humidity, wipe leaves periodically, inspect new plants before bringing indoors.","Spray with insecticidal soap or neem oil, repeating every 5-7 days until resolved.",Leaves (undersides),Moderate
Pothos,Mealybug Infestation,Pest,"White, cottony masses clustered at leaf axils, stems and undersides of leaves.","Mealybugs feeding on plant sap, commonly spread via new plants or shared tools.","Quarantine and inspect new plants, keep foliage clean and dust-free.","Dab with an alcohol-soaked cotton swab, follow up with a neem oil spray.","Leaf axils, stems",Moderate
Pothos,Leaf Tip/Margin Blight,Fungal/Abiotic,"Brown, dry, crispy tips or margins on leaves that gradually spread inward.","Low humidity, fluoride/salt buildup from tap water, or minor fungal infection at wounds.","Water with filtered or rested water, maintain adequate humidity, trim tips cleanly with sterile scissors.","Trim affected tips, adjust watering practices; apply fungicide only if actively spreading.","Leaf tips, margins",Low to Moderate
Spider Plant,Root Rot,Fungal,"Yellowing, drooping leaves despite moist soil; roots appear brown/black, mushy, with a foul smell.",Overwatering and poorly draining potting mix allowing Pythium/Phytophthora to develop.,"Use a well-draining potting mix, ensure pots have drainage holes, let topsoil dry before rewatering.","Unpot the plant, trim away rotten roots, repot into fresh mix and water sparingly afterwards.","Roots, base of stem",High
Spider Plant,Leaf Spot Disease,Fungal/Bacterial,Brown or black spots with yellow margins scattered across the foliage.,Fungal or bacterial pathogens favoured by high humidity and water sitting on leaves.,"Avoid misting directly onto foliage, ensure good airflow around the plant.","Remove affected leaves, improve ventilation, apply a fungicide/bactericide if spreading.",Leaves,Moderate
Spider Plant,Spider Mites,Pest,"Fine webbing on the undersides of leaves; stippled, yellowing or bronzed foliage.",Dry indoor air and warm temperatures favouring spider mite reproduction.,"Maintain higher humidity, wipe leaves periodically, inspect new plants before bringing indoors.","Spray with insecticidal soap or neem oil, repeating every 5-7 days until resolved.",Leaves (undersides),Moderate
Spider Plant,Mealybug Infestation,Pest,"White, cottony masses clustered at leaf axils, stems and undersides of leaves.","Mealybugs feeding on plant sap, commonly spread via new plants or shared tools.","Quarantine and inspect new plants, keep foliage clean and dust-free.","Dab with an alcohol-soaked cotton swab, follow up with a neem oil spray.","Leaf axils, stems",Moderate
Spider Plant,Leaf Tip/Margin Blight,Fungal/Abiotic,"Brown, dry, crispy tips or margins on leaves that gradually spread inward.","Low humidity, fluoride/salt buildup from tap water, or minor fungal infection at wounds.","Water with filtered or rested water, maintain adequate humidity, trim tips cleanly with sterile scissors.","Trim affected tips, adjust watering practices; apply fungicide only if actively spreading.","Leaf tips, margins",Low to Moderate
