plant_name,country,state_or_region,continent,native_status,cultivation_status,climate_zone,best_growing_season,best_growing_months,temperature_min,temperature_max,annual_rainfall_min,annual_rainfall_max,humidity_min,humidity_max,altitude_min,altitude_max,soil_suitability,water_availability,sunlight_condition,frost_tolerance,heat_tolerance,drought_tolerance,salinity_tolerance,wind_tolerance,common_growing_method,commercial_production,remarks,,
Sapota,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,20,32,1000,1800,60,80,0,500,Well-drained Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Cultivated in warm subtropical regions.,,
Watermelon,India,Karnataka,Asia,No,Commercial,Tropical,Summer,January-May,22,38,500,900,45,70,300,900,Well-drained Sandy Loam,Moderate,Full Sun,Low,High,High,Low,Medium,Field,Yes,Karnataka is one of India's major watermelon-producing states.,,
Watermelon,India,Andhra Pradesh,Asia,No,Commercial,Tropical,Summer,January-May,22,38,500,1000,45,70,0,500,Sandy Loam,Moderate,Full Sun,Low,High,High,Low,Medium,Field,Yes,Commercial cultivation is common during the summer season.,,
Watermelon,India,Tamil Nadu,Asia,No,Commercial,Tropical,Summer,January-May,22,37,600,1000,50,75,0,600,Red Sandy Loam,Moderate,Full Sun,Low,High,High,Low,Medium,Field,Yes,Widely cultivated under irrigated conditions.,,
Watermelon,China,Henan,Asia,No,Commercial,Temperate,Summer,May-August,18,34,500,900,45,70,0,400,Well-drained Sandy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Field,Yes,China is the world's largest producer of watermelon.,,
Watermelon,Turkey,Adana,Asia,No,Commercial,Mediterranean,Summer,May-August,18,35,500,900,45,70,0,300,Sandy Loam,Moderate,Full Sun,Medium,High,High,Low,Medium,Field,Yes,Major commercial production region.,,
Watermelon,Iran,Khuzestan,Asia,No,Commercial,Arid,Summer,April-July,20,40,200,500,30,55,0,400,Sandy Soil,Low,Full Sun,Low,High,High,Low,Medium,Field,Yes,Thrives in hot and dry conditions with irrigation.,,
Watermelon,Brazil,Bahia,South America,No,Commercial,Tropical,Year-round,January-December,22,34,800,1500,55,80,0,700,Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Large-scale commercial cultivation.,,
Watermelon,United States,Florida,North America,No,Commercial,Subtropical,Spring,March-July,18,33,1000,1600,60,80,0,200,Sandy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Field,Yes,Florida is one of the leading watermelon-producing states.,,
Watermelon,Egypt,Nile Delta,Africa,No,Commercial,Arid,Summer,March-June,20,38,100,300,30,50,0,100,Alluvial Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Field,Yes,Cultivated extensively using irrigation.,,
Watermelon,Australia,Queensland,Oceania,No,Commercial,Subtropical,Summer,October-March,20,34,500,1000,45,70,0,500,Sandy Loam,Moderate,Full Sun,Low,Medium,High,Low,Medium,Field,Yes,Commercial production occurs in warm regions.,,
Muskmelon,India,Uttar Pradesh,Asia,No,Commercial,Subtropical,Summer,February-June,20,38,400,800,40,70,0,300,Well-drained Sandy Loam,Moderate,Full Sun,Low,High,High,Low,Medium,Field,Yes,Uttar Pradesh is one of India's leading muskmelon-producing states.,,
Muskmelon,India,Rajasthan,Asia,No,Commercial,Arid,Summer,February-June,22,40,200,500,30,55,0,500,Sandy Soil,Low,Full Sun,Low,High,High,Low,Medium,Field,Yes,Thrives in hot, dry climates with irrigation.,
Muskmelon,India,Punjab,Asia,No,Commercial,Subtropical,Summer,March-June,18,36,400,700,40,65,200,400,Alluvial Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Commercial cultivation is widespread during summer.,,
Muskmelon,China,Xinjiang,Asia,No,Commercial,Arid,Summer,May-August,18,38,100,300,25,50,500,1500,Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Field,Yes,Xinjiang is famous for high-quality sweet muskmelons.,,
Muskmelon,Turkey,Konya,Asia,No,Commercial,Continental,Summer,May-August,18,35,300,600,35,60,900,1200,Loamy Soil,Moderate,Full Sun,Medium,High,Medium,Low,Medium,Field,Yes,Important commercial muskmelon-growing region.,,
Muskmelon,Iran,Khorasan Razavi,Asia,No,Commercial,Arid,Summer,May-August,20,40,150,350,25,45,800,1500,Sandy Soil,Low,Full Sun,Low,High,High,Low,Medium,Field,Yes,Grown extensively under irrigated conditions.,,
Muskmelon,United States,California,North America,No,Commercial,Mediterranean,Summer,May-September,18,34,250,600,35,60,0,600,Well-drained Sandy Loam,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Field,Yes,California is a major producer of cantaloupes and muskmelons.,,
Muskmelon,Egypt,Nile Delta,Africa,No,Commercial,Arid,Spring,March-June,20,38,100,250,30,50,0,100,Alluvial Sandy Soil,Low,Full Sun,Low,High,High,Low,Medium,Field,Yes,Cultivated extensively using irrigation.,,
Muskmelon,Spain,Murcia,Europe,No,Commercial,Mediterranean,Summer,May-August,18,34,250,500,35,60,0,500,Sandy Loam,Low,Full Sun,Medium,High,Medium,Low,Medium,Field,Yes,Major exporter of premium melons.,,
Muskmelon,Australia,Queensland,Oceania,No,Commercial,Subtropical,Summer,September-February,20,34,500,1000,45,70,0,500,Sandy Loam,Moderate,Full Sun,Low,Medium,High,Low,Medium,Field,Yes,Commercial production is concentrated in warm regions.,,
Dragon Fruit,Vietnam,Binh Thuan,Asia,No,Commercial,Tropical,Year-round,January-December,20,35,800,1800,60,85,0,300,Well-drained Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Plantation,Yes,Vietnam is the world's leading exporter of dragon fruit.,,
Dragon Fruit,India,Gujarat,Asia,No,Commercial,Tropical,Year-round,January-December,20,38,500,1000,45,75,0,500,Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Field,Yes,Rapidly expanding commercial cultivation.,,
Dragon Fruit,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,36,600,1200,50,75,500,900,Red Loamy Soil,Low,Full Sun,Low,High,High,Low,Medium,Orchard,Yes,Grown under drip irrigation in many districts.,,
Dragon Fruit,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,37,600,1200,50,75,0,600,Well-drained Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Plantation,Yes,Commercial production is increasing steadily.,,
Dragon Fruit,Thailand,Chanthaburi,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1200,2000,65,85,0,300,Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Important producer for domestic and export markets.,,
Dragon Fruit,Malaysia,Johor,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,70,90,0,400,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Commercial cultivation is expanding.,,
Dragon Fruit,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,70,90,0,800,Volcanic Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Plantation,Yes,Thrives in tropical volcanic regions.,,
Dragon Fruit,Israel,Negev,Asia,No,Commercial,Arid,Summer,April-October,18,36,100,300,30,50,200,500,Sandy Soil,Low,Full Sun,Low,High,High,Low,Medium,Field,Yes,Successfully cultivated using drip irrigation.,,
Dragon Fruit,Mexico,Yucatán,North America,No,Commercial,Tropical,Year-round,January-December,22,34,800,1500,60,85,0,300,Well-drained Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Plantation,Yes,Cultivated in tropical regions for fresh fruit.,,
Dragon Fruit,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,20,32,800,1500,55,80,0,500,Sandy Loam,Low,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Commercial production is concentrated in northern Queensland.,,
Avocado,Mexico,Michoacán,North America,Yes,Commercial,Subtropical,Year-round,January-December,16,30,800,1600,50,80,1200,2200,Well-drained Volcanic Loam,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,Michoacán is the world's largest avocado-producing region.,,
Avocado,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,18,32,800,1500,55,80,500,1200,Red Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Commercial cultivation is expanding in the Nilgiris and hill regions.,,
Avocado,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,18,30,900,1600,55,80,700,1400,Well-drained Loamy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Orchard,Yes,Grown in Kodagu and Chikkamagaluru districts.,,
Avocado,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,20,30,1500,3000,65,90,600,1400,Laterite Loam,High,Partial Shade,Low,Medium,Low,Low,Medium,Orchard,Yes,Thrives in humid hill regions.,,
Avocado,United States,California,North America,No,Commercial,Mediterranean,Spring,March-August,12,28,300,700,40,70,0,1200,Well-drained Sandy Loam,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,California is the leading avocado-producing state in the U.S.,,
Avocado,Peru,Lima,South America,No,Commercial,Subtropical,Spring,April-September,14,28,100,500,40,65,0,1500,Sandy Loam,Low,Full Sun,Low,Medium,High,Low,Medium,Plantation,Yes,Major exporter of Hass avocados.,,
Avocado,Chile,Valparaíso,South America,No,Commercial,Mediterranean,Spring,September-February,12,28,250,600,40,65,200,1200,Well-drained Loamy Soil,Low,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,Important avocado-growing region.,,
Avocado,Kenya,Murang'a,Africa,No,Commercial,Subtropical,Year-round,January-December,15,28,900,1800,55,80,1200,2200,Volcanic Loam,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,Leading African exporter of avocados.,,
Avocado,South Africa,Limpopo,Africa,No,Commercial,Subtropical,Year-round,January-December,15,30,700,1500,50,75,800,1800,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Plantation,Yes,Commercial production for export markets.,,
Avocado,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,16,30,800,1600,50,80,200,1000,Sandy Loam,Moderate,Full Sun,Medium,Medium,Medium,Low,Medium,Orchard,Yes,Queensland is one of Australia's major avocado-producing regions.,,
Kiwi,China,Shaanxi,Asia,Yes,Commercial,Temperate,Autumn,September-November,8,28,800,1600,55,80,800,1800,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,China is the native home and the world's largest producer of kiwi.,,
Kiwi,New Zealand,Bay of Plenty,Oceania,No,Commercial,Temperate,Autumn,March-May,7,26,1000,1800,60,80,0,500,Fertile Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,New Zealand is globally renowned for premium kiwifruit exports.,,
Kiwi,Italy,Lazio,Europe,No,Commercial,Mediterranean,Autumn,October-November,8,28,700,1200,50,75,0,600,Well-drained Loam,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Italy is one of Europe's largest kiwi producers.,,
Kiwi,India,Himachal Pradesh,Asia,No,Commercial,Temperate,Autumn,September-November,5,25,900,1800,55,80,1000,2200,Mountain Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Commercial cultivation is expanding in hill districts.,,
Kiwi,India,Arunachal Pradesh,Asia,No,Commercial,Temperate,Autumn,September-November,6,24,1200,2500,60,85,1200,2200,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,One of India's leading kiwi-producing states.,,
Kiwi,Chile,Maule,South America,No,Commercial,Mediterranean,Autumn,April-May,8,27,600,1000,50,75,200,800,Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Plantation,Yes,Major exporter to international markets.,,
Kiwi,Greece,Pieria,Europe,No,Commercial,Mediterranean,Autumn,October-November,8,28,600,1000,50,75,0,500,Fertile Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Greece is among Europe's top kiwi exporters.,,
Kiwi,France,Nouvelle-Aquitaine,Europe,No,Commercial,Temperate,Autumn,October-November,7,26,700,1200,55,80,0,500,Well-drained Loam,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Commercial cultivation for domestic and export markets.,,
Kiwi,United States,California,North America,No,Commercial,Mediterranean,Autumn,October-November,8,28,300,700,45,70,0,700,Sandy Loam,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,California is the primary kiwi-growing state.,,
Kiwi,Australia,Victoria,Oceania,No,Commercial,Temperate,Autumn,March-May,7,25,700,1200,55,75,100,800,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Commercial production occurs in cooler temperate regions.,,
Apple,India,Himachal Pradesh,Asia,No,Commercial,Temperate,Autumn,September-November,4,24,800,1500,50,75,1500,2700,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Himachal Pradesh is one of India's leading apple-producing states.,,
Apple,India,Jammu and Kashmir,Asia,No,Commercial,Temperate,Autumn,September-November,2,22,700,1400,50,75,1500,2800,Fertile Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,The largest apple-producing region in India.,,
Apple,India,Uttarakhand,Asia,No,Commercial,Temperate,Autumn,September-November,4,22,900,1600,55,80,1400,2600,Mountain Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Commercial cultivation is common in hilly districts.,,
Apple,China,Shaanxi,Asia,No,Commercial,Temperate,Autumn,September-November,5,26,500,1000,45,70,800,1800,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,China is the world's largest apple producer.,,
Apple,United States,Washington,North America,No,Commercial,Temperate,Autumn,September-November,4,28,300,700,40,65,200,1200,Sandy Loam,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Washington State leads U.S. apple production.,,
Apple,Poland,Masovian Voivodeship,Europe,No,Commercial,Temperate,Autumn,September-November,2,24,500,800,45,70,100,400,Fertile Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Poland is Europe's largest apple producer.,,
Apple,Italy,Trentino-Alto Adige,Europe,No,Commercial,Alpine,Autumn,September-November,3,24,700,1200,50,75,300,1200,Well-drained Loam,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Famous for premium-quality apples.,,
Apple,France,Normandy,Europe,No,Commercial,Temperate,Autumn,September-November,4,22,700,1200,55,80,0,400,Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Known for dessert apples and cider production.,,
Apple,Chile,Maule,South America,No,Commercial,Mediterranean,Autumn,March-May,5,25,500,900,45,70,200,1000,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,A major Southern Hemisphere exporter.,,
Apple,New Zealand,Hawke's Bay,Oceania,No,Commercial,Temperate,Autumn,March-May,5,24,700,1200,50,75,0,500,Fertile Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Produces high-quality export apples.,,
Pear,China,Hebei,Asia,No,Commercial,Temperate,Autumn,August-October,5,28,500,900,45,70,200,1200,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,China is the world's largest pear producer.,,
Pear,India,Himachal Pradesh,Asia,No,Commercial,Temperate,Autumn,August-October,4,24,800,1500,50,75,1500,2700,Fertile Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Commercial cultivation in major hill districts.,,
Pear,India,Jammu and Kashmir,Asia,No,Commercial,Temperate,Autumn,August-October,2,22,700,1400,50,75,1500,2800,Mountain Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Important temperate fruit crop.,,
Pear,India,Uttarakhand,Asia,No,Commercial,Temperate,Autumn,August-October,4,23,900,1600,55,80,1400,2600,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Grown extensively in the Kumaon and Garhwal regions.,,
Pear,Italy,Emilia-Romagna,Europe,No,Commercial,Temperate,Autumn,August-October,5,27,600,1000,50,75,0,500,Fertile Alluvial Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Italy is Europe's leading pear producer.,,
Pear,United States,Washington,North America,No,Commercial,Temperate,Autumn,August-October,4,28,300,700,40,65,200,1200,Sandy Loam,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Washington is a major pear-producing state.,,
Pear,Argentina,Río Negro,South America,No,Commercial,Temperate,Autumn,February-April,5,28,200,500,35,60,200,800,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Major exporter of fresh pears.,,
Pear,South Africa,Western Cape,Africa,No,Commercial,Mediterranean,Autumn,January-March,5,26,300,700,40,65,100,800,Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Produces pears mainly for export.,,
Pear,Chile,O'Higgins,South America,No,Commercial,Mediterranean,Autumn,February-April,5,27,300,700,40,65,200,900,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Important commercial fruit-growing region.,,
Pear,Australia,Victoria,Oceania,No,Commercial,Temperate,Autumn,February-April,5,25,600,1000,50,75,100,700,Fertile Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Victoria is Australia's leading pear-producing state.,,
Peach,China,Zhejiang,Asia,Yes,Commercial,Temperate,Summer,June-August,6,28,800,1500,50,75,200,1200,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,China is the native home and world's largest producer of peaches.,,
Peach,India,Himachal Pradesh,Asia,No,Commercial,Temperate,Summer,June-August,4,24,800,1500,50,75,1200,2500,Fertile Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Commercial cultivation is common in hill districts.,,
Peach,India,Jammu and Kashmir,Asia,No,Commercial,Temperate,Summer,June-August,2,22,700,1400,50,75,1500,2800,Mountain Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Major temperate fruit crop in Kashmir Valley.,,
Peach,India,Uttarakhand,Asia,No,Commercial,Temperate,Summer,June-August,4,23,900,1600,55,80,1400,2600,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Grown extensively in Kumaon and Garhwal regions.,,
Peach,Italy,Emilia-Romagna,Europe,No,Commercial,Mediterranean,Summer,June-August,6,30,500,900,45,70,0,500,Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Italy is one of Europe's leading peach producers.,,
Peach,Spain,Aragon,Europe,No,Commercial,Mediterranean,Summer,June-August,6,30,300,700,40,65,100,600,Well-drained Sandy Loam,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Important commercial production area.,,
Peach,United States,Georgia,North America,No,Commercial,Humid Subtropical,Summer,May-August,8,32,1000,1400,55,80,0,500,Well-drained Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Georgia is famous as the 'Peach State'.,,
Peach,United States,California,North America,No,Commercial,Mediterranean,Summer,May-August,8,32,250,600,40,65,0,700,Sandy Loam,Moderate,Full Sun,Medium,High,Low,Low,Medium,Orchard,Yes,California has extensive commercial peach orchards.,,
Peach,Chile,O'Higgins,South America,No,Commercial,Mediterranean,Summer,December-February,6,28,300,700,40,65,200,900,Fertile Loamy Soil,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Orchard,Yes,Major exporter of fresh peaches.,,
Peach,Australia,Victoria,Oceania,No,Commercial,Temperate,Summer,December-February,6,28,500,900,45,70,100,700,Well-drained Loamy Soil,Moderate,Full Sun,High,Medium,Low,Low,Medium,Orchard,Yes,Victoria is Australia's leading peach-growing region.,,
